"Sexo","Ingresos","Gastos","Balance","TieneDeuda","EdadPrestamo","MontoPrestado","Cuotas","DarPrestamo","Prediccion_Lasso","Prediccion_Ridge"
"F",1144,561,583,0,42,412,4,"1",0.999430268629375,0.912530637482761
"F",1173,587,586,1,49,422,4,"0",0.000784616696588918,0.127372096821821
"F",659,330,329,1,78,237,4,"0",0.000784616696588918,0.122989314733414
"F",1272,573,699,1,37,509,4,"0",0.000784616696588918,0.127733441621597
"F",783,361,422,0,74,282,4,"1",0.999430268629375,0.910792868699183
"F",765,360,405,0,78,298,4,"1",0.999430268629375,0.911077456387745
"F",792,341,451,0,66,269,4,"1",0.999430268629375,0.910137580274763
"F",1187,558,629,1,69,392,4,"0",0.000784616696588918,0.128404389363848
"F",1143,458,685,0,28,377,4,"1",0.999430268629375,0.910810296209453
"F",973,419,554,0,23,370,4,"1",0.999430268629375,0.90963130070614
"F",1153,485,668,0,60,415,4,"1",0.999430268629375,0.913100457128283
"F",991,387,604,0,57,297,4,"1",0.999430268629375,0.910832973015793
"F",2418,992,1426,0,49,967,4,"1",0.999430268629375,0.923584672792501
"F",1577,663,914,0,40,631,4,"1",0.999430268629375,0.9161651619769
"F",1705,751,954,0,69,546,4,"1",0.999430268629375,0.918006139216504
"F",1797,863,934,0,50,611,4,"1",0.999430268629375,0.918450624275115
"M",1741,801,940,0,33,696,4,"1",0.999430268629375,0.919305327211996
"F",2109,950,1159,0,40,759,4,"1",0.999430268629375,0.920494578892874
"M",1924,770,1154,0,25,731,4,"1",0.999430268629375,0.919537501994208
"F",2259,927,1332,0,57,836,8,"1",0.999430268629375,0.908215979461124
"F",2605,1147,1458,0,42,1016,8,"1",0.999430268629375,0.911435195987536
"F",2079,998,1081,0,67,665,8,"1",0.999430268629375,0.907230724287547
"F",1695,865,830,0,44,525,8,"1",0.999430268629375,0.902369721961553
"F",1617,663,954,0,64,598,8,"1",0.999430268629375,0.902523282299458
"F",1962,883,1079,1,43,667,8,"0",0.000784616696588918,0.11622065324748
"F",2059,865,1194,1,56,782,8,"0",0.000784616696588918,0.118600130732783
"F",1698,748,950,0,42,526,8,"1",0.999430268629375,0.901446134082478
"M",1760,828,932,0,35,704,8,"1",0.999430268629375,0.905266020025704
"F",2834,1162,1672,0,58,935,8,"1",0.999430268629375,0.912562367407273
"F",1733,850,883,1,31,711,8,"0",0.000784616696588918,0.114555436829954
"F",2055,1028,1027,0,50,843,8,"1",0.999430268629375,0.907816335255387
"F",1772,886,886,0,26,549,8,"1",0.999430268629375,0.901906583048291
"F",2122,1040,1082,1,38,700,8,"0",0.000784616696588918,0.118181719932617
"M",1525,610,915,0,50,503,8,"1",0.999430268629375,0.90209319712924
"F",1878,864,1014,0,26,620,8,"1",0.999430268629375,0.902759854309545
"F",2299,1127,1172,1,58,851,8,"0",0.000784616696588918,0.122742737364997
"F",1770,744,1026,1,35,673,8,"0",0.000784616696588918,0.113768558887838
"F",1640,640,1000,1,21,607,8,"0",0.000784616696588918,0.110786184799673
"F",1582,697,885,1,44,585,8,"0",0.000784616696588918,0.112362424440228
"F",2253,1059,1194,0,60,856,8,"1",0.999430268629375,0.909397228573698
"F",2127,1043,1084,1,26,681,8,"0",0.000784616696588918,0.117169203431839
"F",2127,958,1169,0,44,766,8,"1",0.999430268629375,0.906619486705869
"F",1547,697,850,1,41,511,8,"0",0.000784616696588918,0.111288971715904
"F",2474,1089,1385,1,47,915,8,"0",0.000784616696588918,0.123065670004098
"F",2877,1353,1524,1,53,1007,8,"0",0.000784616696588918,0.128689153451424
"F",1586,778,808,0,64,555,8,"1",0.999430268629375,0.902839252906509
"F",1532,690,842,1,52,490,8,"0",0.000784616696588918,0.111725012453134
"F",2490,1071,1419,0,48,772,8,"1",0.999430268629375,0.908933924056391
"F",2943,1207,1736,0,42,883,8,"1",0.999430268629375,0.911918369870692
"M",2683,1101,1582,1,74,832,8,"0",0.000784616696588918,0.127742938900839
"M",2198,968,1230,0,42,769,8,"1",0.999430268629375,0.908708850064371
"F",2413,1159,1254,1,38,796,8,"0",0.000784616696588918,0.121463125092824
"F",2617,1021,1596,0,50,1021,8,"1",0.999430268629375,0.911157840578364
"F",2825,1130,1695,1,34,1102,8,"0",0.000784616696588918,0.12604674067835
"M",1986,775,1211,0,43,735,8,"1",0.999430268629375,0.9064542601888
"F",2189,854,1335,1,23,722,8,"0",0.000784616696588918,0.116094116910269
"F",2273,1137,1136,0,31,705,8,"1",0.999430268629375,0.907070854770333
"F",2871,1465,1406,1,28,976,8,"0",0.000784616696588918,0.127373308503907
"F",2098,945,1153,1,26,629,8,"0",0.000784616696588918,0.115720222300023
"F",2967,1306,1661,0,51,1068,8,"1",0.999430268629375,0.914551197578564
"M",2765,1106,1659,0,39,1106,8,"1",0.999430268629375,0.914021296963925
"F",2998,1470,1528,1,65,989,8,"0",0.000784616696588918,0.131057652267317
"F",2054,925,1129,0,44,822,8,"1",0.999430268629375,0.906601369630077
"F",2089,878,1211,1,28,627,8,"0",0.000784616696588918,0.115260898706186
"F",2631,1158,1473,0,31,895,8,"1",0.999430268629375,0.910010446609308
"F",3000,1200,1800,0,43,960,8,"1",0.999430268629375,0.912725107486828
"F",1553,730,823,1,41,606,8,"0",0.000784616696588918,0.112498412763183
"M",2372,1092,1280,0,39,783,8,"1",0.999430268629375,0.910065101779157
"F",2811,1209,1602,0,25,984,8,"1",0.999430268629375,0.911327045674279
"F",1558,670,888,0,49,483,8,"1",0.999430268629375,0.900425370468144
"F",1900,931,969,1,37,741,8,"0",0.000784616696588918,0.116659246263803
"F",1001,511,490,0,46,410,8,"1",0.999430268629375,0.896285109104102
"F",1241,609,632,1,40,472,8,"0",0.000784616696588918,0.108897996575042
"F",1148,540,608,0,58,448,8,"1",0.999430268629375,0.898181245573731
"F",1252,626,626,1,50,501,8,"0",0.000784616696588918,0.110028931329149
"F",1138,513,625,0,37,467,8,"1",0.999430268629375,0.896773701417074
"M",935,384,551,1,25,299,8,"0",0.000784616696588918,0.10546495939078
"M",1137,478,659,1,36,398,8,"0",0.000784616696588918,0.108649644890635
"F",682,328,354,1,22,252,8,"0",0.000784616696588918,0.101381507744622
"M",952,467,485,1,21,333,8,"0",0.000784616696588918,0.106207417909975
"M",697,286,411,1,51,265,8,"0",0.000784616696588918,0.105175475884398
"F",804,330,474,0,41,330,8,"1",0.999430268629375,0.893084476973399
"M",697,328,369,0,48,286,8,"1",0.999430268629375,0.894802335188142
"F",616,247,369,1,44,234,8,"0",0.000784616696588918,0.101775930298035
"M",724,283,441,0,29,232,8,"1",0.999430268629375,0.892816760489291
"M",785,385,400,0,46,267,8,"1",0.999430268629375,0.895270395310237
"F",1330,599,731,1,22,466,8,"0",0.000784616696588918,0.107918484335537
"M",589,260,329,0,40,224,8,"1",0.999430268629375,0.8927536441869
"M",1256,566,690,1,20,389,8,"0",0.000784616696588918,0.108649316249368
"F",746,329,417,0,39,224,8,"1",0.999430268629375,0.891711709917347
"F",1408,648,760,0,42,563,8,"1",0.999430268629375,0.899966491362203
"F",1156,590,566,1,46,347,8,"0",0.000784616696588918,0.107627247287665
"F",750,300,450,1,53,263,8,"0",0.000784616696588918,0.103521601617356
"F",1042,521,521,1,30,365,8,"0",0.000784616696588918,0.105755490464991
"F",575,242,333,1,39,178,8,"0",0.000784616696588918,0.100767008105442
"F",2503,1027,1476,0,27,951,8,"1",0.999430268629375,0.908933238649131
"F",1636,655,981,0,36,589,8,"1",0.999430268629375,0.90073397505024
"F",2402,1057,1345,1,48,793,8,"0",0.000784616696588918,0.121261288298633
"F",2694,1213,1481,1,39,889,8,"0",0.000784616696588918,0.124258722044304
"F",1157,475,682,0,44,428,8,"1",0.999430268629375,0.896665948539202
"M",765,314,451,0,19,291,8,"1",0.999430268629375,0.893104878844583
"F",948,380,568,0,58,370,8,"1",0.999430268629375,0.895520647761105
"M",1179,566,613,0,52,483,8,"1",0.999430268629375,0.900432665356019
"F",998,410,588,0,37,319,8,"1",0.999430268629375,0.89409930067941
"F",1007,444,563,1,37,332,8,"0",0.000784616696588918,0.105194420451039
"F",535,225,310,0,47,219,8,"1",0.999430268629375,0.890539783588845
"F",826,389,437,0,36,256,8,"1",0.999430268629375,0.892595048850518
"F",1070,428,642,0,53,332,8,"1",0.999430268629375,0.895685066031567
"M",621,249,372,0,53,186,8,"1",0.999430268629375,0.893307085444239
"F",985,394,591,1,31,355,8,"0",0.000784616696588918,0.104555114640962
"F",1038,447,591,1,53,374,8,"0",0.000784616696588918,0.106784319004852
"F",1316,566,750,0,49,487,4,"1",0.999430268629375,0.914103305884526
"F",1116,558,558,0,47,446,4,"1",0.999430268629375,0.912959469566789
"F",724,290,434,1,40,282,8,"0",0.000784616696588918,0.102683322643101
"F",800,360,440,1,49,264,4,"0",0.000784616696588918,0.1220022571674
"M",1419,696,723,0,40,511,8,"1",0.999430268629375,0.901754897553876
"F",964,473,491,0,38,308,8,"1",0.999430268629375,0.894399702813363
"F",562,242,320,1,39,180,4,"0",0.000784616696588918,0.118346863373743
"F",853,359,494,1,39,307,8,"0",0.000784616696588918,0.103856362127012
"F",826,356,470,1,38,264,8,"0",0.000784616696588918,0.103273077710641
"F",597,245,352,1,72,239,4,"0",0.000784616696588918,0.121558818971777
"F",947,474,473,0,39,379,4,"1",0.999430268629375,0.910878209434037
"F",2298,1104,1194,0,41,712,8,"1",0.999430268629375,0.907581690542513
"F",2384,1145,1239,1,52,715,8,"0",0.000784616696588918,0.12140612461022
"F",2821,1411,1410,1,51,1157,4,"0",0.000784616696588918,0.152366023271962
"F",1814,708,1106,1,32,635,4,"0",0.000784616696588918,0.132537245944898
"F",2339,1030,1309,1,35,889,8,"0",0.000784616696588918,0.120789477808576
"F",1975,850,1125,1,48,711,8,"0",0.000784616696588918,0.116809083868024
"F",2240,1031,1209,0,56,694,8,"1",0.999430268629375,0.907617626268153
"F",1601,721,880,0,26,512,8,"1",0.999430268629375,0.899769955061737
"F",1865,784,1081,0,44,671,4,"1",0.999430268629375,0.918324169166953
"F",1561,797,764,0,30,609,8,"1",0.999430268629375,0.901258307484953
"F",2510,1080,1430,1,26,1029,4,"0",0.000784616696588918,0.143633159693014
"F",2723,1090,1633,1,51,1116,8,"0",0.000784616696588918,0.126677128390787
"F",2305,1107,1198,0,62,876,4,"1",0.999430268629375,0.923899635964848
"F",2956,1272,1684,1,54,1005,8,"0",0.000784616696588918,0.128399386610496
"F",2340,936,1404,0,59,889,8,"1",0.999430268629375,0.909105021377997
"F",2828,1330,1498,1,53,905,4,"0",0.000784616696588918,0.148606531098927
"F",1767,743,1024,0,38,565,8,"1",0.999430268629375,0.901761480605035
"F",2593,1141,1452,0,44,882,8,"1",0.999430268629375,0.910403657147602
"M",2083,959,1124,1,23,646,4,"0",0.000784616696588918,0.138190698901188
"F",2342,1171,1171,0,21,843,4,"1",0.999430268629375,0.92211651135709
"F",2416,1160,1256,0,38,749,4,"1",0.999430268629375,0.922465072888422
"M",2711,1302,1409,0,31,895,4,"1",0.999430268629375,0.926334189575495
"F",1691,795,896,0,37,659,4,"1",0.999430268629375,0.917380719914632
"M",2479,1190,1289,0,36,917,4,"1",0.999430268629375,0.925439303520532
"F",2503,1127,1376,0,40,851,4,"1",0.999430268629375,0.923349713227069
"M",2095,964,1131,0,31,712,4,"1",0.999430268629375,0.921361058042783
"F",2951,1387,1564,0,45,944,4,"1",0.999430268629375,0.926956737975782
"F",2098,966,1132,0,38,755,4,"1",0.999430268629375,0.920422991321575
"M",2521,1009,1512,0,45,908,4,"1",0.999430268629375,0.924940955902699
"F",1952,801,1151,0,44,625,4,"1",0.999430268629375,0.918362847997328
"F",1835,753,1082,1,48,734,4,"0",0.000784616696588918,0.13546932613856
"F",2744,1290,1454,0,55,988,4,"1",0.999430268629375,0.926606068010227
"F",2749,1320,1429,0,38,990,8,"1",0.999430268629375,0.912595926575279
"F",1639,640,999,1,45,574,8,"0",0.000784616696588918,0.11211390189788
"F",2559,1126,1433,0,77,896,4,"1",0.999430268629375,0.925612074802278
"F",1586,793,793,0,72,555,4,"1",0.999430268629375,0.918101869817195
"F",1844,922,922,0,57,682,4,"1",0.999430268629375,0.919823923819773
"F",1663,666,997,1,54,565,4,"0",0.000784616696588918,0.13239175847701
"F",2483,969,1514,1,62,968,8,"0",0.000784616696588918,0.123767020277155
"F",2136,1026,1110,0,53,876,4,"1",0.999430268629375,0.922495110611219
"F",2535,1014,1521,0,58,1014,8,"1",0.999430268629375,0.911227335762707
"F",2331,1166,1165,1,23,956,8,"0",0.000784616696588918,0.121712425897428
"F",2693,1374,1319,0,24,835,8,"1",0.999430268629375,0.910744625883831
"F",2948,1327,1621,0,56,1150,4,"1",0.999430268629375,0.928494353656923
"F",1508,604,904,0,38,603,8,"1",0.999430268629375,0.900134687499354
"F",2444,1174,1270,0,56,929,4,"1",0.999430268629375,0.924752787195203
"F",2479,1215,1264,1,47,793,8,"0",0.000784616696588918,0.122877274079711
"F",2259,1062,1197,1,45,904,8,"0",0.000784616696588918,0.12159665222
"F",2494,1173,1321,0,59,773,4,"1",0.999430268629375,0.923972661907111
"F",2684,1181,1503,0,55,832,4,"1",0.999430268629375,0.924787062958183
"F",2398,1032,1366,1,38,983,8,"0",0.000784616696588918,0.122277509631461
"F",2093,1047,1046,1,40,649,8,"0",0.000784616696588918,0.11773716493832
"F",1883,923,960,0,41,565,4,"1",0.999430268629375,0.918272689549912
"F",1891,889,1002,0,34,586,4,"1",0.999430268629375,0.917884120615704
"F",2470,1137,1333,1,38,741,4,"0",0.000784616696588918,0.141551260009544
"F",2798,1232,1566,1,24,951,8,"0",0.000784616696588918,0.124426505394527
"F",2885,1154,1731,1,33,1096,4,"0",0.000784616696588918,0.147755265989938
"F",2745,1126,1619,0,40,824,8,"1",0.999430268629375,0.91013966410658
"F",2627,1340,1287,0,58,1051,4,"1",0.999430268629375,0.927099513623824
"F",2433,1047,1386,1,29,973,8,"0",0.000784616696588918,0.121788079488124
"F",2672,1043,1629,0,28,935,8,"1",0.999430268629375,0.909554622258521
"F",1592,749,843,1,28,653,8,"0",0.000784616696588918,0.112370547508196
"F",2585,1060,1525,1,58,827,4,"0",0.000784616696588918,0.144131193784514
"M",1930,772,1158,0,31,772,8,"1",0.999430268629375,0.905831779865852
"F",2890,1214,1676,1,48,867,8,"0",0.000784616696588918,0.125620264745386
"F",2072,829,1243,0,24,767,8,"1",0.999430268629375,0.904364682921643
"F",1857,910,947,1,33,594,4,"0",0.000784616696588918,0.134214079535722
"F",1586,793,793,1,34,650,4,"0",0.000784616696588918,0.132534080734659
"F",2160,972,1188,1,46,886,4,"0",0.000784616696588918,0.14077458678081
"F",1424,613,811,0,33,584,8,"1",0.999430268629375,0.899398064692492
"F",757,349,408,0,41,235,4,"1",0.999430268629375,0.908359573688617
"F",663,319,344,0,51,252,8,"1",0.999430268629375,0.892365229390632
"F",963,424,539,0,45,366,4,"1",0.999430268629375,0.91084649680739
"F",783,353,430,0,59,274,4,"1",0.999430268629375,0.909825944755616
"F",1448,652,796,0,58,594,8,"1",0.999430268629375,0.901412068733297
"F",1229,541,688,0,53,479,8,"1",0.999430268629375,0.898460601561021
"M",1228,578,650,1,48,418,8,"0",0.000784616696588918,0.110805188183739
"F",1076,431,645,1,25,420,8,"0",0.000784616696588918,0.105397719002379
"F",1107,521,586,0,27,365,4,"1",0.999430268629375,0.910940526868167
"F",1315,513,802,0,55,526,4,"1",0.999430268629375,0.914396942503455
"F",842,421,421,0,69,312,4,"1",0.999430268629375,0.911336433543434
"F",1174,494,680,0,69,446,4,"1",0.999430268629375,0.913960711890143
"F",961,395,566,1,45,327,4,"0",0.000784616696588918,0.123397154833894
"F",1393,572,821,1,51,474,4,"0",0.000784616696588918,0.129001326133819
"M",959,442,517,0,71,307,4,"1",0.999430268629375,0.913710373054697
"F",754,317,437,1,32,294,4,"0",0.000784616696588918,0.120486332772566
"F",1248,562,686,0,49,424,4,"1",0.999430268629375,0.913365846132987
"F",962,481,481,1,38,346,4,"0",0.000784616696588918,0.123814667073173
"F",549,220,329,0,39,165,4,"1",0.999430268629375,0.906065922961995
"M",1348,621,727,0,61,512,4,"1",0.999430268629375,0.917096418446346
"M",1158,533,625,0,41,405,4,"1",0.999430268629375,0.914053308264976
"F",508,239,269,0,38,208,4,"1",0.999430268629375,0.906345618734131
"F",1416,581,835,0,40,566,4,"1",0.999430268629375,0.914642741169909
"F",612,264,348,1,38,226,4,"0",0.000784616696588918,0.119148801675856
"F",750,293,457,1,27,300,4,"0",0.000784616696588918,0.119961827510346
"F",2628,1236,1392,1,22,946,4,"0",0.000784616696588918,0.144427033968333
"F",2104,1010,1094,0,49,800,4,"1",0.999430268629375,0.921572046912294
"F",1579,711,868,1,31,553,4,"0",0.000784616696588918,0.130435423776502
"F",1724,742,982,1,22,603,4,"0",0.000784616696588918,0.131256293367746
"F",1701,698,1003,1,66,510,4,"0",0.000784616696588918,0.133208927923901
"F",1552,637,915,1,45,528,4,"0",0.000784616696588918,0.130466881994926
"M",1781,909,872,1,28,552,4,"0",0.000784616696588918,0.135539936201881
"F",2313,1134,1179,0,41,810,4,"1",0.999430268629375,0.922582950615464
"F",2056,926,1130,0,28,781,4,"1",0.999430268629375,0.919735600053661
"F",1728,726,1002,1,36,570,4,"0",0.000784616696588918,0.131873266514282
"F",1962,942,1020,0,54,746,4,"1",0.999430268629375,0.920612955974882
"F",2255,1128,1127,1,64,902,4,"0",0.000784616696588918,0.144498502204204
"F",2454,1007,1447,1,19,761,4,"0",0.000784616696588918,0.138871776274667
"M",1563,610,953,1,59,563,4,"0",0.000784616696588918,0.134340047579204
"F",2035,835,1200,0,21,753,4,"1",0.999430268629375,0.918568450537238
"F",2904,1336,1568,0,47,1162,4,"1",0.999430268629375,0.928080008445965
"M",2566,1130,1436,0,51,949,4,"1",0.999430268629375,0.926295545227643
"F",2708,1111,1597,0,27,839,4,"1",0.999430268629375,0.92314949141426
"F",1967,1004,963,0,59,649,4,"1",0.999430268629375,0.920547384990536
"F",1639,672,967,1,40,574,4,"0",0.000784616696588918,0.131317275823008
"F",2711,1248,1463,0,55,1003,4,"1",0.999430268629375,0.926384505804336
"M",2173,1109,1064,0,66,739,8,"1",0.999430268629375,0.910669379047642
"M",1819,910,909,1,24,546,8,"0",0.000784616696588918,0.11553306689783
"F",2091,983,1108,1,65,690,8,"0",0.000784616696588918,0.119433848522549
"M",2240,1120,1120,0,20,896,8,"1",0.999430268629375,0.909614439963675
"F",2159,929,1230,0,31,669,8,"1",0.999430268629375,0.904957097480837
"F",1821,856,965,0,45,546,8,"1",0.999430268629375,0.903015884574318
"F",2585,1034,1551,1,20,982,8,"0",0.000784616696588918,0.121789295694209
"F",2619,1205,1414,0,44,1074,8,"1",0.999430268629375,0.912419648024358
"M",1663,682,981,1,29,632,8,"0",0.000784616696588918,0.114235396938132
"M",1584,808,776,1,37,507,8,"0",0.000784616696588918,0.11423277197054
"F",2043,920,1123,0,43,715,8,"1",0.999430268629375,0.905577528592769
"F",2506,1078,1428,0,63,902,8,"1",0.999430268629375,0.910932272468533
"F",1600,800,800,0,37,576,8,"1",0.999430268629375,0.901570948410942
"F",2174,870,1304,1,45,652,8,"0",0.000784616696588918,0.11702829562552
"F",2446,1028,1418,1,21,856,8,"0",0.000784616696588918,0.119878749445659
"M",1594,638,956,1,23,542,8,"0",0.000784616696588918,0.112288774727358
"F",1788,787,1001,0,34,608,8,"1",0.999430268629375,0.902274465881117
"M",1836,753,1083,1,40,551,8,"0",0.000784616696588918,0.115521108341303
"F",2014,806,1208,0,39,826,8,"1",0.999430268629375,0.905391627413687
"F",1594,782,812,1,35,638,8,"0",0.000784616696588918,0.112980096152947
"F",2225,890,1335,0,50,801,8,"1",0.999430268629375,0.907155162433573
"F",2177,871,1306,0,25,784,8,"1",0.999430268629375,0.905236445566386
"F",2687,1075,1612,0,75,833,4,"1",0.999430268629375,0.925184170142679
"F",1918,787,1131,0,79,748,4,"1",0.999430268629375,0.920863148704718
"F",1042,417,625,0,66,375,4,"1",0.999430268629375,0.91231795628858
"F",1387,597,790,1,57,458,4,"0",0.000784616696588918,0.129488851083173
"F",1267,583,684,1,41,494,8,"0",0.000784616696588918,0.109081115609316
"M",736,354,382,1,56,258,4,"0",0.000784616696588918,0.124524330861297
"F",604,242,362,0,70,242,4,"1",0.999430268629375,0.908849674218231
"M",1205,543,662,1,49,386,4,"0",0.000784616696588918,0.129225864119132
"M",1107,432,675,0,42,410,4,"1",0.999430268629375,0.913345690743626
"F",1447,608,839,1,72,506,4,"0",0.000784616696588918,0.131591945236313
"F",1317,633,684,0,38,395,4,"1",0.999430268629375,0.91321185683873
"F",1313,631,682,1,45,525,8,"0",0.000784616696588918,0.110209814529946
"F",557,285,272,0,50,228,8,"1",0.999430268629375,0.891380216483721
"F",699,273,426,1,48,210,8,"0",0.000784616696588918,0.102325249504135
"F",1303,626,677,1,37,456,8,"0",0.000784616696588918,0.108928356892306
"F",1214,474,740,0,46,376,4,"1",0.999430268629375,0.912155872396405
"F",1126,563,563,0,42,462,8,"1",0.999430268629375,0.897368554121578
"F",570,251,319,0,36,200,8,"1",0.999430268629375,0.889956725251884
"F",745,336,409,0,47,246,4,"1",0.999430268629375,0.90866795876241
"F",1220,574,646,1,58,439,8,"0",0.000784616696588918,0.109444439079435
"F",916,413,503,1,50,302,8,"0",0.000784616696588918,0.105175569313421
"F",1472,604,868,1,48,471,4,"0",0.000784616696588918,0.129394224496228
"F",899,396,503,0,42,297,8,"1",0.999430268629375,0.893723054273057
"F",958,441,517,0,56,316,8,"1",0.999430268629375,0.895387707771237
"F",982,393,589,1,43,363,8,"0",0.000784616696588918,0.105392980950737
"F",644,322,322,1,39,206,8,"0",0.000784616696588918,0.10185915755689
"F",1488,759,729,1,34,580,8,"0",0.000784616696588918,0.111716441547762
"M",940,470,470,0,24,348,8,"1",0.999430268629375,0.895824195471732
"F",2619,1100,1519,1,76,1021,4,"0",0.000784616696588918,0.148643312437373
"F",2723,1226,1497,0,36,926,8,"1",0.999430268629375,0.911294673423258
"F",2739,1370,1369,0,65,876,4,"1",0.999430268629375,0.926749727004406
"F",2843,1308,1535,1,36,1137,8,"0",0.000784616696588918,0.128231355170856
"F",2608,1018,1590,1,43,939,8,"0",0.000784616696588918,0.123022297272705
"F",2583,1060,1523,0,38,930,8,"1",0.999430268629375,0.909887375570969
"F",2659,1064,1595,0,54,1010,4,"1",0.999430268629375,0.92523129794457
"F",2852,1312,1540,1,46,1141,4,"0",0.000784616696588918,0.15087639674285
"F",1693,779,914,0,31,525,8,"1",0.999430268629375,0.900956686405505
"F",1996,959,1037,0,76,619,4,"1",0.999430268629375,0.921024067188494
"M",2789,1423,1366,0,28,1060,8,"1",0.999430268629375,0.9151144425578
"F",2256,1038,1218,1,66,902,8,"0",0.000784616696588918,0.122924197267041
"M",2320,1044,1276,1,49,719,8,"0",0.000784616696588918,0.122459293514941
"M",2523,1212,1311,0,44,934,4,"1",0.999430268629375,0.92618287328279
"F",2878,1152,1726,1,46,921,4,"0",0.000784616696588918,0.146681442997081
"F",2696,1160,1536,1,40,944,4,"0",0.000784616696588918,0.145562716897949
"F",2880,1440,1440,0,40,864,8,"1",0.999430268629375,0.91292196732324
"F",2557,1100,1457,0,35,895,4,"1",0.999430268629375,0.92341848960786
"F",2445,1174,1271,1,51,831,8,"0",0.000784616696588918,0.123073111642533
"F",2167,1041,1126,0,47,845,8,"1",0.999430268629375,0.908139580335571
"F",1513,727,786,0,47,530,4,"1",0.999430268629375,0.91596121558577
"F",1797,719,1078,0,63,557,4,"1",0.999430268629375,0.917874593909919
"F",2641,1163,1478,0,33,792,8,"1",0.999430268629375,0.909363339188908
"F",1516,698,818,1,61,576,4,"0",0.000784616696588918,0.132653168712438
"F",2168,1019,1149,0,37,824,4,"1",0.999430268629375,0.921385682506433
"F",2561,1076,1485,0,52,896,8,"1",0.999430268629375,0.910438567716752
"M",1877,733,1144,0,38,751,4,"1",0.999430268629375,0.919985984768929
"F",2394,1054,1340,0,71,790,4,"1",0.999430268629375,0.923715954682596
"M",1572,739,833,1,48,645,4,"0",0.000784616696588918,0.135623091866577
"F",1572,802,770,1,36,487,4,"0",0.000784616696588918,0.130881892657238
"F",2813,1266,1547,0,64,1013,4,"1",0.999430268629375,0.927263908824182
"F",1889,926,963,0,84,774,4,"1",0.999430268629375,0.922007993845834
"F",1981,773,1208,1,26,733,4,"0",0.000784616696588918,0.13457695654245
"F",2874,1150,1724,0,61,1063,4,"1",0.999430268629375,0.927006557900756
"F",2057,844,1213,0,28,823,4,"1",0.999430268629375,0.919562299071413
"F",2272,909,1363,0,35,841,4,"1",0.999430268629375,0.921091463887824
"F",2936,1146,1790,0,47,910,4,"1",0.999430268629375,0.925475506023681
"F",1351,649,702,1,30,405,4,"0",0.000784616696588918,0.127100883532907
"F",1463,717,746,0,39,527,4,"1",0.999430268629375,0.915284660338434
"M",652,268,384,1,35,202,4,"0",0.000784616696588918,0.12124342689393
"F",965,435,530,1,44,367,4,"0",0.000784616696588918,0.124108610867231
"F",1054,443,611,0,31,379,4,"1",0.999430268629375,0.910593588440137
"F",536,215,321,1,28,161,4,"0",0.000784616696588918,0.117023661998466
"F",1424,670,754,0,27,570,4,"1",0.999430268629375,0.91454498658891
"F",1151,484,667,0,42,357,4,"1",0.999430268629375,0.911633077266563
"F",779,335,444,1,41,312,4,"0",0.000784616696588918,0.121603429770521
"M",1450,580,870,1,30,580,4,"0",0.000784616696588918,0.131386246414235
"M",1363,587,776,1,67,518,4,"0",0.000784616696588918,0.133284037975001
"M",1150,552,598,1,53,391,4,"0",0.000784616696588918,0.129412947319629
"F",926,445,481,0,30,343,4,"1",0.999430268629375,0.909820075725459
"F",1465,718,747,0,37,483,4,"1",0.999430268629375,0.914854530818208
"F",1087,457,630,0,34,391,4,"1",0.999430268629375,0.911061638996635
"F",890,365,525,0,40,267,4,"1",0.999430268629375,0.909132476836119
"M",935,374,561,0,20,309,4,"1",0.999430268629375,0.910369113645827
"F",1221,623,598,0,53,403,4,"1",0.999430268629375,0.913714917968198
"F",1375,688,687,0,40,550,4,"1",0.999430268629375,0.915046611603455
"F",1294,544,750,0,45,531,4,"1",0.999430268629375,0.914013403753856
"F",719,360,359,1,37,295,4,"0",0.000784616696588918,0.121070825454744
"M",1370,603,767,0,44,521,4,"1",0.999430268629375,0.916223040224081
"F",1308,537,771,0,68,471,4,"1",0.999430268629375,0.914807551589978
"F",2197,923,1274,1,25,857,4,"0",0.000784616696588918,0.138401698984831
"M",2783,1253,1530,0,32,1058,4,"1",0.999430268629375,0.927405801951211
"F",1577,757,820,0,66,647,4,"1",0.999430268629375,0.918222419349538
"F",2855,1371,1484,0,53,885,4,"1",0.999430268629375,0.926580951552652
"F",1936,852,1084,1,55,736,4,"0",0.000784616696588918,0.137493037248145
"F",1765,759,1006,1,62,688,4,"0",0.000784616696588918,0.135791415366755
"M",2327,1117,1210,0,74,908,4,"1",0.999430268629375,0.926353741162263
"M",2582,1162,1420,0,28,800,4,"1",0.999430268629375,0.924405487952455
"M",2705,1137,1568,1,44,839,4,"0",0.000784616696588918,0.14722389613403
"M",1293,621,672,1,65,517,4,"0",0.000784616696588918,0.133082279973949
"F",519,208,311,0,26,187,4,"1",0.999430268629375,0.90528864799026
"F",1245,561,684,0,25,423,4,"1",0.999430268629375,0.912012403074645
"F",970,379,591,1,69,378,4,"0",0.000784616696588918,0.125663245067328
"F",1419,582,837,0,53,440,4,"1",0.999430268629375,0.914400746492584
"M",1328,611,717,1,26,478,4,"0",0.000784616696588918,0.129631962738115
"F",1341,604,737,0,29,483,4,"1",0.999430268629375,0.913297047522522
"F",925,435,490,0,46,379,4,"1",0.999430268629375,0.910946802956683
